"Index";"Radiación Difusa (DF)";"Radiación Directa (DT)";"Radiación Global (GL)"
2011-12-15 18:00:00;0;0;0
2011-12-15 19:00:00;0;0;0
2011-12-15 20:00:00;0;0;0
2011-12-16 05:00:00;0;0;0
2011-12-16 06:00:00;0;0;0
2011-12-16 07:00:00;0;0;0
2011-12-16 08:00:00;10;2;11
2011-12-16 09:00:00;29;109;55
2011-12-16 10:00:00;70;48;89
2011-12-16 11:00:00;81;64;109
2011-12-16 12:00:00;105;9;111
2011-12-16 13:00:00;96;83;138
2011-12-16 14:00:00;93;29;107
2011-12-16 15:00:00;55;1;55
2011-12-16 16:00:00;25;0;25
2011-12-16 17:00:00;8;0;8
2011-12-16 18:00:00;0;0;0
2011-12-16 19:00:00;0;0;0
2011-12-16 20:00:00;0;0;0
2011-12-17 05:00:00;0;0;0
2011-12-17 06:00:00;0;0;0
2011-12-17 07:00:00;0;0;0
2011-12-17 08:00:00;9;14;10
2011-12-17 09:00:00;35;78;53
2011-12-17 10:00:00;36;217;117
2011-12-17 11:00:00;27;299;168
2011-12-17 12:00:00;40;274;183
2011-12-17 13:00:00;38;271;180
2011-12-17 14:00:00;40;241;152
2011-12-17 15:00:00;35;159;93
2011-12-17 16:00:00;26;45;35
2011-12-17 17:00:00;7;48;11
2011-12-17 18:00:00;0;0;0
2011-12-17 19:00:00;0;0;0
2011-12-17 20:00:00;0;0;0
2011-12-18 05:00:00;0;0;0
2011-12-18 06:00:00;0;0;0
2011-12-18 07:00:00;0;0;0
2011-12-18 08:00:00;8;39;12
2011-12-18 09:00:00;20;202;65
2011-12-18 10:00:00;25;270;123
2011-12-18 11:00:00;27;300;167
2011-12-18 12:00:00;27;313;189
2011-12-18 13:00:00;26;314;189
2011-12-18 14:00:00;28;294;165
2011-12-18 15:00:00;25;267;121
2011-12-18 16:00:00;19;203;64
2011-12-18 17:00:00;6;67;11
2011-12-18 18:00:00;0;0;0
2011-12-18 19:00:00;0;0;0
2011-12-18 20:00:00;0;0;0
2011-12-19 05:00:00;0;0;0
2011-12-19 06:00:00;0;0;0
2011-12-19 07:00:00;0;0;0
2011-12-19 08:00:00;6;36;9
2011-12-19 09:00:00;26;132;58
2011-12-19 10:00:00;48;179;114
2011-12-19 11:00:00;95;39;114
2011-12-19 12:00:00;98;67;133
2011-12-19 13:00:00;65;192;166
2011-12-19 14:00:00;34;257;154
2011-12-19 15:00:00;21;288;123
2011-12-19 16:00:00;15;232;66
2011-12-19 17:00:00;5;90;11
2011-12-19 18:00:00;0;0;0
2011-12-19 19:00:00;0;0;0
2011-12-19 20:00:00;0;0;0
2011-12-20 05:00:00;0;0;0
2011-12-20 06:00:00;0;0;0
2011-12-20 07:00:00;0;0;0
2011-12-20 08:00:00;5;37;8
2011-12-20 09:00:00;20;173;59
2011-12-20 10:00:00;30;243;118
2011-12-20 11:00:00;23;306;165
2011-12-20 12:00:00;24;322;191
2011-12-20 13:00:00;32;276;175
2011-12-20 14:00:00;41;238;153
2011-12-20 15:00:00;39;184;105
2011-12-20 16:00:00;22;113;48
2011-12-20 17:00:00;5;43;8
2011-12-20 18:00:00;0;0;0
2011-12-20 19:00:00;0;0;0
2011-12-20 20:00:00;0;0;0
2011-12-21 05:00:00;0;0;0
2011-12-21 06:00:00;0;0;0
2011-12-21 07:00:00;0;0;0
2011-12-21 08:00:00;5;67;11
2011-12-21 09:00:00;15;205;60
2011-12-21 10:00:00;19;266;116
2011-12-21 11:00:00;21;304;162
2011-12-21 12:00:00;22;311;184
2011-12-21 13:00:00;22;308;183
2011-12-21 14:00:00;21;302;161
2011-12-21 15:00:00;19;278;118
2011-12-21 16:00:00;14;224;63
2011-12-21 17:00:00;5;80;11
2011-12-21 18:00:00;0;0;0
2011-12-21 19:00:00;0;0;0
2011-12-21 20:00:00;0;0;0
2011-12-22 05:00:00;0;0;0
2011-12-22 06:00:00;0;0;0
2011-12-22 07:00:00;0;0;0
2011-12-22 08:00:00;5;86;12
2011-12-22 09:00:00;15;229;66
2011-12-22 10:00:00;19;285;121
2011-12-22 11:00:00;22;307;165
2011-12-22 12:00:00;22;316;187
2011-12-22 13:00:00;23;313;186
2011-12-22 14:00:00;23;300;162
2011-12-22 15:00:00;21;280;120
2011-12-22 16:00:00;15;228;65
2011-12-22 17:00:00;5;83;11
2011-12-22 18:00:00;0;0;0
2011-12-22 19:00:00;0;0;0
2011-12-22 20:00:00;0;0;0
2011-12-23 05:00:00;0;0;0
2011-12-23 06:00:00;0;0;0
2011-12-23 07:00:00;0;0;0
2011-12-23 08:00:00;8;0;8
2011-12-23 09:00:00;33;41;47
2011-12-23 10:00:00;28;253;120
2011-12-23 11:00:00;31;281;162
2011-12-23 12:00:00;32;292;184
2011-12-23 13:00:00;31;296;185
2011-12-23 14:00:00;29;283;161
2011-12-23 15:00:00;26;255;118
2011-12-23 16:00:00;18;205;64
2011-12-23 17:00:00;5;65;10
2011-12-23 18:00:00;0;0;0
2011-12-23 19:00:00;0;0;0
2011-12-23 20:00:00;0;0;0
2011-12-24 05:00:00;0;0;0
2011-12-24 06:00:00;0;0;0
2011-12-24 07:00:00;0;0;0
2011-12-24 08:00:00;7;17;12
2011-12-24 09:00:00;22;125;69
2011-12-24 10:00:00;24;269;126
2011-12-24 11:00:00;29;286;163
2011-12-24 12:00:00;37;281;183
2011-12-24 13:00:00;33;288;183
2011-12-24 14:00:00;30;282;161
2011-12-24 15:00:00;26;253;117
2011-12-24 16:00:00;19;197;62
2011-12-24 17:00:00;6;60;10
2011-12-24 18:00:00;0;0;0
2011-12-24 19:00:00;0;0;0
2011-12-24 20:00:00;0;0;0
2011-12-25 05:00:00;0;0;0
2011-12-25 06:00:00;0;0;0
2011-12-25 07:00:00;0;0;0
2011-12-25 08:00:00;6;59;12
2011-12-25 09:00:00;19;197;63
2011-12-25 10:00:00;25;256;118
2011-12-25 11:00:00;29;284;162
2011-12-25 12:00:00;32;290;183
2011-12-25 13:00:00;33;286;181
2011-12-25 14:00:00;31;275;159
2011-12-25 15:00:00;27;249;116
2011-12-25 16:00:00;20;184;61
2011-12-25 17:00:00;6;46;10
2011-12-25 18:00:00;0;0;0
2011-12-25 19:00:00;0;0;0
2011-12-25 20:00:00;0;0;0
2011-12-26 05:00:00;0;0;0
2011-12-26 06:00:00;0;0;0
2011-12-26 07:00:00;0;0;0
2011-12-26 08:00:00;6;58;12
2011-12-26 09:00:00;20;198;64
2011-12-26 10:00:00;25;259;119
2011-12-26 11:00:00;29;287;162
2011-12-26 12:00:00;32;289;183
2011-12-26 13:00:00;33;287;182
2011-12-26 14:00:00;31;276;160
2011-12-26 15:00:00;26;255;118
2011-12-26 16:00:00;18;196;62
2011-12-26 17:00:00;6;53;10
2011-12-26 18:00:00;0;0;0
2011-12-26 19:00:00;0;0;0
2011-12-26 20:00:00;0;0;0
2011-12-27 05:00:00;0;0;0
2011-12-27 06:00:00;0;0;0
2011-12-27 07:00:00;0;0;0
2011-12-27 08:00:00;6;58;12
2011-12-27 09:00:00;20;199;64
2011-12-27 10:00:00;25;260;119
2011-12-27 11:00:00;28;287;163
2011-12-27 12:00:00;30;298;185
2011-12-27 13:00:00;30;296;183
2011-12-27 14:00:00;27;289;162
2011-12-27 15:00:00;25;261;117
2011-12-27 16:00:00;19;199;62
2011-12-27 17:00:00;6;61;10
2011-12-27 18:00:00;0;0;0
2011-12-27 19:00:00;0;0;0
2011-12-27 20:00:00;0;0;0
2011-12-28 05:00:00;0;0;0
2011-12-28 06:00:00;0;0;0
2011-12-28 07:00:00;0;0;0
2011-12-28 08:00:00;5;89;12
2011-12-28 09:00:00;16;230;66
2011-12-28 10:00:00;23;271;119
2011-12-28 11:00:00;26;292;163
2011-12-28 12:00:00;26;307;185
2011-12-28 13:00:00;26;307;185
2011-12-28 14:00:00;29;298;168
2011-12-28 15:00:00;22;275;121
2011-12-28 16:00:00;18;219;64
2011-12-28 17:00:00;6;80;12
2011-12-28 18:00:00;0;0;0
2011-12-28 19:00:00;0;0;0
2011-12-28 20:00:00;0;0;0
2011-12-29 05:00:00;0;0;0
2011-12-29 06:00:00;0;0;0
2011-12-29 07:00:00;0;0;0
2011-12-29 08:00:00;5;45;9
2011-12-29 09:00:00;16;224;64
2011-12-29 10:00:00;21;277;121
2011-12-29 11:00:00;25;299;164
2011-12-29 12:00:00;26;310;187
2011-12-29 13:00:00;26;311;187
2011-12-29 14:00:00;23;303;164
2011-12-29 15:00:00;21;280;121
2011-12-29 16:00:00;16;224;65
2011-12-29 17:00:00;5;87;12
2011-12-29 18:00:00;0;0;0
2011-12-29 19:00:00;0;0;0
2011-12-29 20:00:00;0;0;0
2011-12-30 05:00:00;0;0;0
2011-12-30 06:00:00;0;0;0
2011-12-30 07:00:00;0;0;0
2011-12-30 08:00:00;5;97;13
2011-12-30 09:00:00;15;243;68
2011-12-30 10:00:00;19;295;125
2011-12-30 11:00:00;22;315;169
2011-12-30 12:00:00;24;320;191
2011-12-30 13:00:00;23;320;189
2011-12-30 14:00:00;22;311;167
2011-12-30 15:00:00;19;288;122
2011-12-30 16:00:00;15;235;66
2011-12-30 17:00:00;5;87;12
2011-12-30 18:00:00;0;0;0
2011-12-30 19:00:00;0;0;0
2011-12-30 20:00:00;0;0;0
2011-12-31 05:00:00;0;0;0
2011-12-31 06:00:00;0;0;0
2011-12-31 07:00:00;0;0;0
2011-12-31 08:00:00;5;81;12
2011-12-31 09:00:00;16;224;65
2011-12-31 10:00:00;21;279;121
2011-12-31 11:00:00;23;298;163
2011-12-31 12:00:00;22;311;186
2011-12-31 13:00:00;22;312;185
2011-12-31 14:00:00;22;300;163
2011-12-31 15:00:00;20;273;119
2011-12-31 16:00:00;16;217;64
2011-12-31 17:00:00;6;79;12
2011-12-31 18:00:00;0;0;0
2011-12-31 19:00:00;0;0;0
2011-12-31 20:00:00;0;0;0
2012-01-01 05:00:00;0;0;0
2012-01-01 06:00:00;0;0;0
2012-01-01 07:00:00;0;0;0
2012-01-01 08:00:00;6;68;12
2012-01-01 09:00:00;18;203;63
2012-01-01 10:00:00;25;257;119
2012-01-01 11:00:00;26;284;162
2012-01-01 12:00:00;26;296;183
2012-01-01 13:00:00;29;288;180
2012-01-01 14:00:00;25;284;158
2012-01-01 15:00:00;22;261;114
2012-01-01 16:00:00;16;206;59
2012-01-01 17:00:00;5;63;9
2012-01-01 18:00:00;0;0;0
2012-01-01 19:00:00;0;0;0
2012-01-01 20:00:00;0;0;0
2012-01-02 05:00:00;0;0;0
2012-01-02 06:00:00;0;0;0
2012-01-02 07:00:00;0;0;0
2012-01-02 08:00:00;6;3;6
2012-01-02 09:00:00;35;14;37
2012-01-02 10:00:00;39;0;39
2012-01-02 11:00:00;77;53;104
2012-01-02 12:00:00;41;255;177
2012-01-02 13:00:00;33;289;186
2012-01-02 14:00:00;34;285;169
2012-01-02 15:00:00;45;204;121
2012-01-02 16:00:00;28;66;43
2012-01-02 17:00:00;8;3;8
2012-01-02 18:00:00;0;0;0
2012-01-02 19:00:00;0;0;0
2012-01-02 20:00:00;0;0;0
2012-01-04 05:00:00;0;0;0
2012-01-04 06:00:00;0;0;0
2012-01-04 07:00:00;0;0;0
2012-01-04 08:00:00;5;99;13
2012-01-04 09:00:00;15;249;69
2012-01-04 10:00:00;19;299;127
2012-01-04 11:00:00;21;319;172
2012-01-04 12:00:00;22;327;195
2012-01-04 13:00:00;22;329;195
2012-01-04 14:00:00;21;321;173
2012-01-04 15:00:00;19;300;127
2012-01-04 16:00:00;15;249;70
2012-01-04 17:00:00;5;105;13
2012-01-04 18:00:00;0;0;0
2012-01-04 19:00:00;0;0;0
2012-01-04 20:00:00;0;0;0
2012-01-05 05:00:00;0;0;0
2012-01-05 06:00:00;0;0;0
2012-01-05 07:00:00;0;0;0
2012-01-05 08:00:00;5;102;13
2012-01-05 09:00:00;16;235;67
2012-01-05 10:00:00;19;294;125
2012-01-05 11:00:00;21;315;170
2012-01-05 12:00:00;22;323;193
2012-01-05 13:00:00;23;320;193
2012-01-05 14:00:00;23;308;169
2012-01-05 15:00:00;21;286;125
2012-01-05 16:00:00;16;237;68
2012-01-05 17:00:00;6;102;13
2012-01-05 18:00:00;0;0;0
2012-01-05 19:00:00;0;0;0
2012-01-05 20:00:00;0;0;0
2012-01-06 05:00:00;0;0;0
2012-01-06 06:00:00;0;0;0
2012-01-06 07:00:00;0;0;0
2012-01-06 08:00:00;6;47;15
2012-01-06 09:00:00;16;240;69
2012-01-06 10:00:00;20;304;130
2012-01-06 11:00:00;22;323;176
2012-01-06 12:00:00;23;329;199
2012-01-06 13:00:00;24;327;199
2012-01-06 14:00:00;23;319;175
2012-01-06 15:00:00;20;298;128
2012-01-06 16:00:00;15;242;65
2012-01-06 17:00:00;5;95;12
2012-01-06 18:00:00;0;0;0
2012-01-06 19:00:00;0;0;0
2012-01-06 20:00:00;0;0;0
2012-01-07 05:00:00;0;0;0
2012-01-07 06:00:00;0;0;0
2012-01-07 07:00:00;0;0;0
2012-01-07 08:00:00;9;79;15
2012-01-07 09:00:00;25;100;48
2012-01-07 10:00:00;21;287;126
2012-01-07 11:00:00;22;312;171
2012-01-07 12:00:00;23;320;193
2012-01-07 13:00:00;22;319;193
2012-01-07 14:00:00;22;309;170
2012-01-07 15:00:00;21;284;125
2012-01-07 16:00:00;16;228;68
2012-01-07 17:00:00;6;76;13
2012-01-07 18:00:00;0;0;0
2012-01-07 19:00:00;0;0;0
2012-01-07 20:00:00;0;0;0
2012-01-08 05:00:00;0;0;0
2012-01-08 06:00:00;0;0;0
2012-01-08 07:00:00;0;0;0
2012-01-08 08:00:00;6;79;13
2012-01-08 09:00:00;17;228;68
2012-01-08 10:00:00;22;282;125
2012-01-08 11:00:00;25;303;171
2012-01-08 12:00:00;26;314;195
2012-01-08 13:00:00;27;313;195
2012-01-08 14:00:00;26;292;167
2012-01-08 15:00:00;25;262;122
2012-01-08 16:00:00;19;201;65
2012-01-08 17:00:00;6;45;10
2012-01-08 18:00:00;0;0;0
2012-01-08 19:00:00;0;0;0
2012-01-08 20:00:00;0;0;0
2012-01-09 05:00:00;0;0;0
2012-01-09 06:00:00;0;0;0
2012-01-09 07:00:00;0;0;0
2012-01-09 08:00:00;6;92;13
2012-01-09 09:00:00;16;234;68
2012-01-09 10:00:00;23;283;126
2012-01-09 11:00:00;26;306;173
2012-01-09 12:00:00;29;310;195
2012-01-09 13:00:00;30;305;195
2012-01-09 14:00:00;34;217;140
2012-01-09 15:00:00;33;270;134
2012-01-09 16:00:00;22;215;71
2012-01-09 17:00:00;7;43;12
2012-01-09 18:00:00;0;0;0
2012-01-09 19:00:00;0;0;0
2012-01-09 20:00:00;0;0;0
2012-01-10 05:00:00;0;0;0
2012-01-10 06:00:00;0;0;0
2012-01-10 07:00:00;0;0;0
2012-01-10 08:00:00;13;65;19
2012-01-10 09:00:00;26;202;71
2012-01-10 10:00:00;28;267;126
2012-01-10 11:00:00;43;250;165
2012-01-10 12:00:00;82;241;214
2012-01-10 13:00:00;90;74;132
2012-01-10 14:00:00;71;172;157
2012-01-10 15:00:00;63;125;110
2012-01-10 16:00:00;33;175;72
2012-01-10 17:00:00;9;35;12
2012-01-10 18:00:00;0;0;0
2012-01-10 19:00:00;0;0;0
2012-01-10 20:00:00;0;0;0
2012-01-11 05:00:00;0;0;0
2012-01-11 06:00:00;0;0;0
2012-01-11 07:00:00;0;0;0
2012-01-11 08:00:00;8;65;13
2012-01-11 09:00:00;20;206;66
2012-01-11 10:00:00;27;265;124
2012-01-11 11:00:00;29;290;170
2012-01-11 12:00:00;30;300;193
2012-01-11 13:00:00;31;296;192
2012-01-11 14:00:00;32;282;169
2012-01-11 15:00:00;29;249;122
2012-01-11 16:00:00;23;189;67
2012-01-11 17:00:00;9;58;13
2012-01-11 18:00:00;0;0;0
2012-01-11 19:00:00;0;0;0
2012-01-11 20:00:00;0;0;0
2012-01-12 05:00:00;0;0;0
2012-01-12 06:00:00;0;0;0
2012-01-12 07:00:00;0;0;0
2012-01-12 08:00:00;5;0;5
2012-01-12 09:00:00;23;0;23
2012-01-12 10:00:00;51;2;52
2012-01-12 11:00:00;62;1;63
2012-01-12 12:00:00;105;61;140
2012-01-12 13:00:00;96;8;101
2012-01-12 14:00:00;92;71;126
2012-01-12 15:00:00;45;233;131
2012-01-12 16:00:00;21;195;66
2012-01-12 17:00:00;9;27;12
2012-01-12 18:00:00;0;0;0
2012-01-12 19:00:00;0;0;0
2012-01-12 20:00:00;0;0;0
2012-01-13 05:00:00;0;0;0
2012-01-13 06:00:00;0;0;0
2012-01-13 07:00:00;0;0;0
2012-01-13 08:00:00;9;41;12
2012-01-13 09:00:00;30;150;63
2012-01-13 10:00:00;32;238;121
2012-01-13 11:00:00;34;271;167
2012-01-13 12:00:00;35;284;191
2012-01-13 13:00:00;37;278;190
2012-01-13 14:00:00;36;266;168
2012-01-13 15:00:00;32;238;123
2012-01-13 16:00:00;25;186;68
2012-01-13 17:00:00;9;58;15
2012-01-13 18:00:00;0;0;0
2012-01-13 19:00:00;0;0;0
2012-01-13 20:00:00;0;0;0
2012-01-14 05:00:00;0;0;0
2012-01-14 06:00:00;0;0;0
2012-01-14 07:00:00;0;0;0
2012-01-14 08:00:00;11;11;13
2012-01-14 09:00:00;25;158;64
2012-01-14 10:00:00;26;265;126
2012-01-14 11:00:00;27;297;173
2012-01-14 12:00:00;31;297;195
2012-01-14 13:00:00;33;292;195
2012-01-14 14:00:00;34;278;172
2012-01-14 15:00:00;32;241;124
2012-01-14 16:00:00;38;27;46
2012-01-14 17:00:00;11;42;15
2012-01-14 18:00:00;0;0;0
2012-01-14 19:00:00;0;0;0
2012-01-14 20:00:00;0;0;0
2012-01-15 05:00:00;0;0;0
2012-01-15 06:00:00;0;0;0
2012-01-15 07:00:00;0;0;0
2012-01-15 08:00:00;4;2;4
2012-01-15 09:00:00;10;0;10
2012-01-15 10:00:00;8;0;8
2012-01-15 11:00:00;16;0;16
2012-01-15 12:00:00;31;0;31
2012-01-15 13:00:00;36;0;36
2012-01-15 14:00:00;55;0;56
2012-01-15 15:00:00;60;25;69
2012-01-15 16:00:00;38;25;44
2012-01-15 17:00:00;9;0;9
2012-01-15 18:00:00;0;0;0
2012-01-15 19:00:00;0;0;0
2012-01-15 20:00:00;0;0;0
2012-01-16 05:00:00;0;0;0
2012-01-16 06:00:00;0;0;0
2012-01-16 07:00:00;0;0;0
2012-01-16 08:00:00;2;0;2
2012-01-16 09:00:00;22;0;22
2012-01-16 10:00:00;46;0;47
2012-01-16 11:00:00;57;87;102
2012-01-16 12:00:00;58;234;186
2012-01-16 13:00:00;53;283;208
2012-01-16 14:00:00;49;239;167
2012-01-16 15:00:00;36;229;125
2012-01-16 16:00:00;18;246;82
2012-01-16 17:00:00;8;120;21
2012-01-16 18:00:00;0;0;0
2012-01-16 19:00:00;0;0;0
2012-01-16 20:00:00;0;0;0
2012-01-17 05:00:00;0;0;0
2012-01-17 06:00:00;0;0;0
2012-01-17 07:00:00;0;0;0
2012-01-17 08:00:00;7;107;18
2012-01-17 09:00:00;16;245;78
2012-01-17 10:00:00;21;297;135
2012-01-17 11:00:00;23;318;180
2012-01-17 12:00:00;24;328;204
2012-01-17 13:00:00;24;331;205
2012-01-17 14:00:00;22;322;183
2012-01-17 15:00:00;21;299;139
2012-01-17 16:00:00;17;249;81
2012-01-17 17:00:00;7;123;21
2012-01-17 18:00:00;0;0;0
2012-01-17 19:00:00;0;0;0
2012-01-17 20:00:00;0;0;0
2012-01-18 05:00:00;0;0;0
2012-01-18 06:00:00;0;0;0
2012-01-18 07:00:00;0;0;0
2012-01-18 08:00:00;7;136;23
2012-01-18 09:00:00;15;260;84
2012-01-18 10:00:00;19;305;141
2012-01-18 11:00:00;22;325;185
2012-01-18 12:00:00;22;333;207
2012-01-18 13:00:00;24;329;205
2012-01-18 14:00:00;24;314;180
2012-01-18 15:00:00;23;287;136
2012-01-18 16:00:00;18;236;78
2012-01-18 17:00:00;8;101;18
2012-01-18 18:00:00;0;0;0
2012-01-18 19:00:00;0;0;0
2012-01-18 20:00:00;0;0;0
2012-01-19 05:00:00;0;0;0
2012-01-19 06:00:00;0;0;0
2012-01-19 07:00:00;0;0;0
2012-01-19 08:00:00;8;99;18
2012-01-19 09:00:00;18;235;78
2012-01-19 10:00:00;23;286;136
2012-01-19 11:00:00;25;313;181
2012-01-19 12:00:00;26;323;205
2012-01-19 13:00:00;26;323;206
2012-01-19 14:00:00;25;314;184
2012-01-19 15:00:00;24;284;139
2012-01-19 16:00:00;20;230;82
2012-01-19 17:00:00;8;117;22
2012-01-19 18:00:00;0;0;0
2012-01-19 19:00:00;0;0;0
2012-01-19 20:00:00;0;0;0
2012-01-20 05:00:00;0;0;0
2012-01-20 06:00:00;0;0;0
2012-01-20 07:00:00;0;0;0
2012-01-20 08:00:00;8;104;19
2012-01-20 09:00:00;18;239;79
2012-01-20 10:00:00;23;287;138
2012-01-20 11:00:00;27;307;182
2012-01-20 12:00:00;44;265;191
2012-01-20 13:00:00;35;302;205
2012-01-20 14:00:00;33;290;181
2012-01-20 15:00:00;28;269;137
2012-01-20 16:00:00;20;228;81
2012-01-20 17:00:00;9;112;22
2012-01-20 18:00:00;0;0;0
2012-01-20 19:00:00;0;0;0
2012-01-20 20:00:00;0;0;0
2012-01-21 05:00:00;0;0;0
2012-01-21 06:00:00;0;0;0
2012-01-21 07:00:00;0;0;0
2012-01-21 08:00:00;9;89;18
2012-01-21 09:00:00;19;227;78
2012-01-21 10:00:00;23;291;139
2012-01-21 11:00:00;25;317;185
2012-01-21 12:00:00;27;322;208
2012-01-21 13:00:00;32;310;208
2012-01-21 14:00:00;54;229;173
2012-01-21 15:00:00;48;216;137
2012-01-21 16:00:00;29;178;77
2012-01-21 17:00:00;9;89;21
2012-01-21 18:00:00;0;0;0
2012-01-21 19:00:00;0;0;0
2012-01-21 20:00:00;0;0;0
2012-01-22 05:00:00;0;0;0
2012-01-22 06:00:00;0;0;0
2012-01-22 07:00:00;0;0;0
2012-01-22 08:00:00;7;123;21
2012-01-22 09:00:00;18;251;82
2012-01-22 10:00:00;24;287;139
2012-01-22 11:00:00;28;307;184
2012-01-22 12:00:00;28;318;207
2012-01-22 13:00:00;28;318;209
2012-01-22 14:00:00;28;304;185
2012-01-22 15:00:00;27;278;141
2012-01-22 16:00:00;20;231;83
2012-01-22 17:00:00;10;121;23
2012-01-22 18:00:00;0;0;0
2012-01-22 19:00:00;0;0;0
2012-01-22 20:00:00;0;0;0
2012-01-23 05:00:00;0;0;0
2012-01-23 06:00:00;0;0;0
2012-01-23 07:00:00;0;0;0
2012-01-23 08:00:00;13;1;13
2012-01-23 09:00:00;55;24;61
2012-01-23 10:00:00;71;122;123
2012-01-23 11:00:00;38;273;179
2012-01-23 12:00:00;35;295;204
2012-01-23 13:00:00;32;303;206
2012-01-23 14:00:00;31;293;184
2012-01-23 15:00:00;27;275;141
2012-01-23 16:00:00;22;226;84
2012-01-23 17:00:00;10;110;24
2012-01-23 18:00:00;0;0;0
2012-01-23 19:00:00;0;0;0
2012-01-23 20:00:00;0;0;0
2012-01-24 05:00:00;0;0;0
2012-01-24 06:00:00;0;0;0
2012-01-24 07:00:00;0;0;0
2012-01-24 08:00:00;12;0;12
2012-01-24 09:00:00;40;104;74
2012-01-24 10:00:00;56;172;128
2012-01-24 11:00:00;40;276;182
2012-01-24 12:00:00;41;286;204
2012-01-24 13:00:00;78;189;187
2012-01-24 14:00:00;96;189;196
2012-01-24 15:00:00;60;64;88
2012-01-24 16:00:00;34;63;53
2012-01-24 17:00:00;10;0;10
2012-01-24 18:00:00;0;0;0
2012-01-24 19:00:00;0;0;0
2012-01-24 20:00:00;0;0;0
2012-01-25 05:00:00;0;0;0
2012-01-25 06:00:00;0;0;0
2012-01-25 07:00:00;0;0;0
2012-01-25 08:00:00;13;52;20
2012-01-25 09:00:00;32;152;73
2012-01-25 10:00:00;41;221;132
2012-01-25 11:00:00;42;266;179
2012-01-25 12:00:00;44;281;204
2012-01-25 13:00:00;43;281;203
2012-01-25 14:00:00;37;285;185
2012-01-25 15:00:00;33;265;144
2012-01-25 16:00:00;26;208;84
2012-01-25 17:00:00;11;79;22
2012-01-25 18:00:00;0;0;0
2012-01-25 19:00:00;0;0;0
2012-01-25 20:00:00;0;0;0
2012-01-26 05:00:00;0;0;0
2012-01-26 06:00:00;0;0;0
2012-01-26 07:00:00;0;0;0
2012-01-26 08:00:00;11;64;18
2012-01-26 09:00:00;27;184;76
2012-01-26 10:00:00;36;242;135
2012-01-26 11:00:00;37;281;182
2012-01-26 12:00:00;36;297;207
2012-01-26 13:00:00;44;282;207
2012-01-26 14:00:00;43;264;181
2012-01-26 15:00:00;39;227;136
2012-01-26 16:00:00;47;157;91
2012-01-26 17:00:00;17;82;28
2012-01-26 18:00:00;0;0;0
2012-01-26 19:00:00;0;0;0
2012-01-26 20:00:00;0;0;0
2012-01-27 05:00:00;0;0;0
2012-01-27 06:00:00;0;0;0
2012-01-27 07:00:00;0;0;0
2012-01-27 08:00:00;11;12;12
2012-01-27 09:00:00;49;73;67
2012-01-27 10:00:00;78;9;82
2012-01-27 11:00:00;104;28;119
2012-01-27 12:00:00;95;118;163
2012-01-27 13:00:00;96;227;228
2012-01-27 14:00:00;82;271;226
2012-01-27 15:00:00;60;97;105
2012-01-27 16:00:00;30;18;35
2012-01-27 17:00:00;12;0;12
2012-01-27 18:00:00;0;0;0
2012-01-27 19:00:00;0;0;0
2012-01-27 20:00:00;0;0;0
2012-01-28 05:00:00;0;0;0
2012-01-28 06:00:00;0;0;0
2012-01-28 07:00:00;0;0;0
2012-01-28 08:00:00;11;47;22
2012-01-28 09:00:00;24;150;82
2012-01-28 10:00:00;32;256;141
2012-01-28 11:00:00;38;282;186
2012-01-28 12:00:00;38;295;210
2012-01-28 13:00:00;38;298;213
2012-01-28 14:00:00;39;282;190
2012-01-28 15:00:00;38;245;144
2012-01-28 16:00:00;29;195;87
2012-01-28 17:00:00;13;100;27
2012-01-28 18:00:00;0;0;0
2012-01-28 19:00:00;0;0;0
2012-01-28 20:00:00;0;0;0
2012-01-29 05:00:00;0;0;0
2012-01-29 06:00:00;0;0;0
2012-01-29 07:00:00;0;0;0
2012-01-29 08:00:00;10;121;25
2012-01-29 09:00:00;19;251;89
2012-01-29 10:00:00;23;304;152
2012-01-29 11:00:00;26;325;197
2012-01-29 12:00:00;26;333;221
2012-01-29 13:00:00;28;331;223
2012-01-29 14:00:00;25;324;200
2012-01-29 15:00:00;23;307;155
2012-01-29 16:00:00;17;269;96
2012-01-29 17:00:00;9;164;31
2012-01-29 18:00:00;0;0;0
2012-01-29 19:00:00;0;0;0
2012-01-29 20:00:00;0;0;0
2012-01-31 05:00:00;0;0;0
2012-01-31 06:00:00;0;0;0
2012-01-31 07:00:00;0;0;0
2012-01-31 08:00:00;0;0;0
2012-01-31 09:00:00;0;0;0
2012-01-31 10:00:00;0;0;0
2012-01-31 11:00:00;0;0;0
2012-01-31 12:00:00;0;0;0
2012-01-31 13:00:00;0;0;0
2012-01-31 14:00:00;0;0;0
2012-01-31 15:00:00;0;0;0
2012-01-31 16:00:00;0;0;0
2012-01-31 17:00:00;0;0;0
2012-01-31 18:00:00;0;0;0
2012-01-31 19:00:00;0;0;0
2012-01-31 20:00:00;0;0;0
2012-02-01 05:00:00;0;0;0
2012-02-01 06:00:00;0;0;0
2012-02-01 07:00:00;1;3;1
2012-02-01 08:00:00;16;94;29
2012-02-01 09:00:00;27;164;79
2012-02-01 10:00:00;26;302;159
2012-02-01 11:00:00;40;299;202
2012-02-01 12:00:00;37;318;227
2012-02-01 13:00:00;38;309;223
2012-02-01 14:00:00;30;307;198
2012-02-01 15:00:00;27;287;154
